venda,ano,marca,modelo,condicao,combustivel,odometro,status,cambio,tamanho,tipo,cor
9999,2003,acura,3.2 cl type s,excelente,gasolina,136371,alienado,manual,grande,coupe,prata
9999,2003,acura,3.2 cl type s,excelente,gasolina,136371,alienado,manual,grande,coupe,prata
1299,2003,acura,3.2 tl,razoavel,gasolina,388931,desconhecido,automatico,grande,sedan,azul
3200,2005,acura,3.2 tl,seminovo,gasolina,180000,desconhecido,manual,medio,sedan,preto
4500,2005,acura,3.2 tl,excelente,gasolina,161260,desconhecido,automatico,medio,sedan,prata
4700,2006,acura,3.2 tl,seminovo,gasolina,185000,sucata,automatico,grande,sedan,verde
5000,2005,acura,3.2 tl,excelente,gasolina,161260,sucata,automatico,medio,sedan,prata
5500,2003,acura,3.2 tl,excelente,gasolina,154100,sucata,automatico,grande,sedan,branco
5995,2003,acura,3.2 tl,excelente,gasolina,145836,sucata,automatico,medio,sedan,cinza
4500,1996,acura,3.2tl,excelente,gasolina,206544,desconhecido,automatico,medio,sedan,verde
4400,2003,acura,3.5 rl,excelente,gasolina,210520,desconhecido,automatico,medio,sedan,branco
3500,2000,acura,3.5rl,excelente,gasolina,179000,desconhecido,automatico,grande,sedan,marrom
3500,2000,acura,3.5rl,excelente,gasolina,178000,desconhecido,automatico,grande,sedan,marrom
5200,2004,acura,3.5rl,excelente,gasolina,125300,sucata,automatico,grande,sedan,cinza
3500,1999,acura,cl,bom,gasolina,206100,desconhecido,automatico,medio,coupe,fantasia
3900,2001,acura,cl,bom,gasolina,151500,desconhecido,automatico,medio,coupe,branco
10995,2003,acura,cl,bom,gasolina,46000,alienado,automatico,medio,coupe,vermelho
3750,1997,acura,cl 3.0,excelente,gasolina,145000,desconhecido,automatico,compacto,coupe,verde
4995,2003,acura,cl 3.2 type s,excelente,gasolina,182842,sucata,automatico,compacto,coupe,preto
2500,2002,acura,cl type s,bom,gasolina,179000,desconhecido,automatico,medio,coupe,vermelho
3990,2003,acura,cl type s,bom,gasolina,99000,desconhecido,automatico,medio,coupe,fantasia
7500,2003,acura,cl type s,bom,gasolina,322000,sucata,manual,compacto,coupe,cinza
8000,2013,acura,ilx,excelente,gasolina,140044,sucata,automatico,medio,sedan,branco
8500,2013,acura,ilx,bom,gasolina,169000,sucata,automatico,grande,sedan,preto
8950,2017,acura,ilx,desconhecido,gasolina,38256,sucata,automatico,compacto,sedan,preto
8950,2017,acura,ilx,desconhecido,gasolina,38256,sucata,automatico,compacto,sedan,preto
8950,2017,acura,ilx,desconhecido,gasolina,38256,sucata,automatico,compacto,sedan,preto
9750,2013,acura,ilx,excelente,gasolina,132000,sucata,automatico,medio,sedan,prata
10950,2015,acura,ilx,excelente,gasolina,118000,alienado,manual,compacto,sedan,preto
10999,2013,acura,ilx,excelente,gasolina,80956,alienado,automatico,compacto,sedan,prata
10999,2013,acura,ilx,excelente,gasolina,80956,alienado,automatico,compacto,sedan,prata
10999,2013,acura,ilx,excelente,gasolina,80956,alienado,automatico,compacto,sedan,prata
11995,2016,acura,ilx,desconhecido,gasolina,116939,alienado,automatico,compacto,sedan,preto
11999,2013,acura,ilx,excelente,gasolina,80956,alienado,automatico,compacto,sedan,prata
11999,2013,acura,ilx,excelente,gasolina,80956,alienado,automatico,compacto,sedan,prata
12499,2014,acura,ilx,excelente,gasolina,150454,alienado,automatico,compacto,sedan,branco
12500,2014,acura,ilx,excelente,gasolina,114000,alienado,automatico,medio,sedan,cinza
12500,2013,acura,ilx,excelente,gasolina,99802,alienado,automatico,compacto,sedan,prata
12777,2013,acura,ilx,desconhecido,gasolina,88905,alienado,automatico,compacto,sedan,branco
12777,2013,acura,ilx,desconhecido,gasolina,88905,alienado,automatico,compacto,sedan,branco
12998,2016,acura,ilx,desconhecido,gasolina,97309,alienado,automatico,compacto,sedan,preto
13495,2016,acura,ilx,desconhecido,gasolina,63858,alienado,manual,compacto,sedan,branco
13495,2016,acura,ilx,desconhecido,gasolina,63858,alienado,manual,compacto,sedan,branco
13500,2013,acura,ilx,excelente,gasolina,86315,alienado,automatico,medio,sedan,branco
13900,2018,acura,ilx,novo,gasolina,11345,alienado,automatico,compacto,coupe,branco
14995,2014,acura,ilx,desconhecido,gasolina,124199,alienado,automatico,compacto,sedan,vermelho
14999,2015,acura,ilx,desconhecido,gasolina,78131,alienado,automatico,compacto,sedan,fantasia
16935,2015,acura,ilx,desconhecido,gasolina,56540,alienado,automatico,compacto,sedan,cinza
16990,2015,acura,ilx,bom,gasolina,99859,alienado,automatico,grande,SUV,branco
17300,2019,acura,ilx,excelente,gasolina,23800,alienado,automatico,medio,sedan,preto
17590,2016,acura,ilx,desconhecido,gasolina,59619,alienado,automatico,compacto,sedan,vermelho
17950,2014,acura,ilx,excelente,gasolina,24668,alienado,automatico,grande,sedan,cinza
17950,2014,acura,ilx,excelente,gasolina,24668,alienado,automatico,grande,sedan,cinza
17950,2014,acura,ilx,excelente,gasolina,24668,alienado,automatico,grande,sedan,cinza
18696,2016,acura,ilx,desconhecido,gasolina,54841,restaurado,automatico,compacto,sedan,branco
18750,2017,acura,ilx,seminovo,gasolina,35400,restaurado,automatico,compacto,sedan,branco
18999,2018,acura,ilx,desconhecido,gasolina,66726,restaurado,automatico,compacto,sedan,branco
19999,2018,acura,ilx,desconhecido,gasolina,28199,restaurado,automatico,compacto,sedan,branco
21995,2017,acura,ilx,excelente,gasolina,48182,restaurado,automatico,subcompacto,sedan,azul
24999,2019,acura,ilx,desconhecido,gasolina,11319,restaurado,automatico,compacto,sedan,branco
30995,2019,acura,ilx,excelente,gasolina,17501,novo,automatico,grande,sedan,preto
9998,2013,acura,ilx 2.0l,bom,gasolina,108522,alienado,automatico,medio,sedan,cinza
18134,2015,acura,ilx 2.0l,seminovo,gasolina,42320,restaurado,automatico,medio,sedan,branco
18134,2015,acura,ilx 2.0l,seminovo,gasolina,42320,restaurado,automatico,medio,sedan,branco
13998,2014,acura,ilx premium,excelente,gasolina,79298,alienado,automatico,medio,sedan,branco
11995,2013,acura,ilx premium fwd,desconhecido,gasolina,114846,alienado,automatico,grande,sedan,branco
11999,2013,acura,ilx premium fwd,bom,gasolina,105139,alienado,automatico,medio,sedan,branco
13995,2013,acura,ilx premium fwd,excelente,gasolina,45568,alienado,automatico,grande,sedan,preto
14495,2013,acura,ilx premium fwd,excelente,gasolina,45568,alienado,automatico,grande,sedan,branco
17983,2016,acura,ilx premium fwd,seminovo,gasolina,10663,alienado,manual,compacto,sedan,vermelho
13250,2014,acura,ilx sedan,excelente,gasolina,93000,alienado,automatico,medio,sedan,prata
13500,2015,acura,ilx sedan 4d,excelente,gasolina,75000,alienado,automatico,medio,sedan,branco
12495,2016,acura,ilx tech,seminovo,gasolina,116883,alienado,automatico,medio,sedan,prata
2500,2000,acura,integra,bom,gasolina,191420,desconhecido,automatico,grande,hatchback,cinza
2950,1999,acura,integra,bom,gasolina,157000,desconhecido,automatico,compacto,hatchback,verde
3200,1992,acura,integra,bom,gasolina,200000,desconhecido,automatico,compacto,coupe,fantasia
4000,1997,acura,integra,bom,gasolina,119000,desconhecido,automatico,compacto,sedan,verde
4000,2001,acura,integra,bom,gasolina,180000,desconhecido,automatico,compacto,hatchback,azul
5000,1997,acura,integra,excelente,gasolina,102000,sucata,automatico,compacto,sedan,cinza
5500,1999,acura,integra,excelente,gasolina,156000,sucata,manual,compacto,hatchback,vermelho
6800,1994,acura,integra,excelente,gasolina,112000,sucata,manual,compacto,coupe,verde
1000,1993,acura,integra gs,bom,gasolina,200000,desconhecido,manual,compacto,hatchback,branco
2500,1998,acura,integra gs,razoavel,gasolina,248307,desconhecido,automatico,compacto,hatchback,vermelho
1800,1994,acura,integra ls,bom,gasolina,186231,desconhecido,automatico,compacto,coupe,branco
2000,1998,acura,integra ls,razoavel,gasolina,204000,desconhecido,automatico,medio,sedan,branco
2000,1998,acura,integra ls,razoavel,gasolina,205000,desconhecido,automatico,medio,sedan,branco
2600,2000,acura,integra ls,excelente,gasolina,225257,desconhecido,automatico,compacto,sedan,cinza
9500,2000,acura,integra ls,excelente,gasolina,89086,sucata,manual,compacto,coupe,branco
2500,1995,acura,integra se,razoavel,gasolina,52336,desconhecido,manual,compacto,sedan,branco
1900,1993,acura,legend,bom,gasolina,313000,desconhecido,automatico,grande,sedan,branco
1000,1991,acura,legend coupe,razoavel,gasolina,181603,desconhecido,automatico,medio,coupe,prata
4495,1994,acura,legend l,excelente,gasolina,144267,desconhecido,automatico,grande,sedan,prata
2995,2005,acura,md-x awd,excelente,gasolina,1,desconhecido,automatico,grande,SUV,branco
1000,2004,acura,mdx,bom,gasolina,198000,desconhecido,automatico,grande,SUV,laranja
1200,2006,acura,mdx,razoavel,gasolina,181000,desconhecido,automatico,medio,SUV,cinza
1200,2001,acura,mdx,bom,gasolina,204000,desconhecido,automatico,medio,SUV,cinza
1650,2003,acura,mdx,bom,gasolina,150000,desconhecido,automatico,grande,SUV,fantasia
1700,2002,acura,mdx,bom,gasolina,240909,desconhecido,automatico,grande,SUV,preto
1750,2003,acura,mdx,bom,gasolina,150000,desconhecido,automatico,grande,SUV,fantasia
1900,2001,acura,mdx,razoavel,gasolina,190000,desconhecido,automatico,medio,SUV,verde
2000,2002,acura,mdx,bom,gasolina,209428,desconhecido,automatico,grande,SUV,preto
2000,2006,acura,mdx,bom,gasolina,100000,desconhecido,automatico,compacto,SUV,cinza
2399,2003,acura,mdx,razoavel,gasolina,143000,desconhecido,automatico,grande,SUV,prata
2400,2005,acura,mdx,razoavel,gasolina,227840,desconhecido,automatico,grande,SUV,azul
2499,2006,acura,mdx,excelente,gasolina,271000,desconhecido,automatico,grande,SUV,preto
2499,2006,acura,mdx,excelente,gasolina,271000,desconhecido,automatico,grande,SUV,preto
2650,2003,acura,mdx,bom,gasolina,150000,desconhecido,automatico,grande,SUV,fantasia
2800,2004,acura,mdx,bom,gasolina,182395,desconhecido,automatico,grande,SUV,verde
3000,2005,acura,mdx,bom,gasolina,173889,desconhecido,automatico,grande,SUV,cinza
3199,2006,acura,mdx,excelente,gasolina,180694,desconhecido,automatico,grande,SUV,cinza
3200,2006,acura,mdx,razoavel,gasolina,238113,desconhecido,automatico,medio,SUV,azul
3500,2002,acura,mdx,bom,gasolina,245200,desconhecido,automatico,grande,SUV,fantasia
3500,2004,acura,mdx,excelente,gasolina,185967,desconhecido,automatico,grande,SUV,cinza
3650,2005,acura,mdx,bom,gasolina,199000,desconhecido,automatico,grande,SUV,cinza
3650,2005,acura,mdx,excelente,gasolina,148000,desconhecido,automatico,grande,SUV,branco
3750,2004,acura,mdx,razoavel,gasolina,205000,desconhecido,automatico,grande,SUV,vermelho
3900,2006,acura,mdx,bom,gasolina,197000,desconhecido,automatico,grande,SUV,marrom
3900,2006,acura,mdx,bom,gasolina,183619,desconhecido,automatico,grande,SUV,azul
3950,2002,acura,mdx,seminovo,gasolina,151002,desconhecido,automatico,grande,SUV,branco
3995,2003,acura,mdx,bom,gasolina,161000,desconhecido,automatico,grande,SUV,branco
4000,2005,acura,mdx,bom,gasolina,145000,desconhecido,automatico,grande,caminhao,preto
4000,2004,acura,mdx,excelente,gasolina,201000,desconhecido,automatico,medio,SUV,preto
4495,2003,acura,mdx,bom,gasolina,179750,desconhecido,automatico,grande,SUV,preto
4495,2003,acura,mdx,desconhecido,gasolina,207185,desconhecido,automatico,grande,SUV,cinza
4495,2003,acura,mdx,desconhecido,gasolina,207185,desconhecido,automatico,grande,SUV,cinza
4495,2003,acura,mdx,desconhecido,gasolina,207185,desconhecido,automatico,grande,SUV,cinza
4499,2004,acura,mdx,bom,gasolina,161000,desconhecido,automatico,grande,SUV,verde
4500,2003,acura,mdx,excelente,gasolina,174000,desconhecido,automatico,grande,SUV,prata
4500,2004,acura,mdx,bom,gasolina,195000,desconhecido,automatico,medio,SUV,azul
4650,2006,acura,mdx,excelente,gasolina,185000,sucata,automatico,medio,SUV,cinza
4850,2005,acura,mdx,bom,gasolina,164000,sucata,automatico,grande,SUV,cinza
4950,2006,acura,mdx,excelente,gasolina,187600,sucata,automatico,grande,SUV,marrom
4987,2003,acura,mdx,bom,gasolina,176715,sucata,automatico,medio,SUV,fantasia
4995,2008,acura,mdx,bom,gasolina,174000,sucata,automatico,grande,SUV,prata
4997,2001,acura,mdx,excelente,gasolina,145377,sucata,automatico,grande,SUV,azul
5000,2008,acura,mdx,bom,gasolina,210000,sucata,automatico,medio,SUV,preto
5200,2006,acura,mdx,bom,gasolina,150000,sucata,automatico,grande,SUV,cinza
5200,2004,acura,mdx,bom,gasolina,152702,sucata,automatico,grande,SUV,vermelho
5400,2007,acura,mdx,seminovo,gasolina,171200,sucata,automatico,grande,SUV,prata
5499,2006,acura,mdx,excelente,gasolina,230000,sucata,automatico,medio,SUV,azul
5499,2006,acura,mdx,excelente,gasolina,230000,sucata,automatico,medio,SUV,azul
5500,2007,acura,mdx,bom,gasolina,165000,sucata,automatico,medio,SUV,roxo
5900,2006,acura,mdx,bom,gasolina,176000,sucata,automatico,medio,SUV,vermelho
5900,2007,acura,mdx,excelente,gasolina,199000,sucata,automatico,medio,SUV,verde
5995,2005,acura,mdx,bom,gasolina,188066,sucata,automatico,medio,SUV,branco
5995,2008,acura,mdx,bom,gasolina,236000,sucata,automatico,medio,SUV,branco
6000,2005,acura,mdx,seminovo,gasolina,173000,sucata,automatico,grande,SUV,cinza
6000,2007,acura,mdx,bom,gasolina,177000,sucata,automatico,grande,SUV,prata
6300,2003,acura,mdx,excelente,gasolina,155000,sucata,automatico,grande,SUV,azul
6399,2007,acura,mdx,excelente,gasolina,201714,sucata,automatico,medio,SUV,verde
6400,2005,acura,mdx,excelente,gasolina,140116,sucata,automatico,grande,SUV,cinza
6495,2006,acura,mdx,bom,gasolina,228657,sucata,automatico,medio,SUV,branco
6500,2006,acura,mdx,bom,gasolina,173213,sucata,automatico,grande,SUV,preto
6500,2008,acura,mdx,bom,gasolina,192000,sucata,automatico,grande,SUV,prata
6500,2001,acura,mdx,excelente,gasolina,175000,sucata,automatico,grande,SUV,prata
6700,2004,acura,mdx,excelente,gasolina,199000,sucata,automatico,medio,SUV,cinza
6995,2007,acura,mdx,excelente,gasolina,153530,sucata,automatico,grande,SUV,branco
6999,2007,acura,mdx,excelente,gasolina,199000,sucata,automatico,medio,SUV,preto
6999,2007,acura,mdx,excelente,gasolina,199000,sucata,automatico,medio,SUV,preto
7300,2008,acura,mdx,excelente,gasolina,164050,sucata,automatico,medio,SUV,branco
7495,2008,acura,mdx,bom,gasolina,150175,sucata,automatico,grande,SUV,azul
7500,2009,acura,mdx,excelente,gasolina,227000,sucata,automatico,grande,SUV,vermelho
7500,2009,acura,mdx,bom,gasolina,153450,sucata,automatico,grande,SUV,fantasia
7500,2007,acura,mdx,bom,gasolina,177000,sucata,automatico,grande,SUV,prata
7500,2008,acura,mdx,excelente,gasolina,157000,sucata,automatico,grande,SUV,branco
7600,2013,acura,mdx,excelente,gasolina,111164,sucata,automatico,grande,van,azul
7699,2008,acura,mdx,bom,gasolina,172000,sucata,automatico,grande,SUV,preto
7800,2008,acura,mdx,excelente,gasolina,170000,sucata,automatico,subcompacto,SUV,vermelho
7991,2009,acura,mdx,desconhecido,gasolina,190422,sucata,automatico,medio,SUV,preto
7995,2009,acura,mdx,razoavel,gasolina,97085,sucata,automatico,medio,SUV,prata
7999,2007,acura,mdx,desconhecido,gasolina,144824,sucata,automatico,medio,SUV,fantasia
7999,2007,acura,mdx,desconhecido,gasolina,144824,sucata,automatico,medio,SUV,fantasia
8000,2008,acura,mdx,bom,gasolina,146000,sucata,automatico,subcompacto,SUV,preto
8200,2008,acura,mdx,excelente,gasolina,172423,sucata,automatico,grande,SUV,prata
8500,2011,acura,mdx,bom,gasolina,157000,sucata,automatico,grande,SUV,cinza
8500,2008,acura,mdx,bom,gasolina,203000,sucata,automatico,grande,SUV,prata
8500,2006,acura,mdx,seminovo,gasolina,120000,sucata,automatico,grande,SUV,azul
8700,2009,acura,mdx,bom,gasolina,137395,sucata,automatico,medio,SUV,cinza
9788,2009,acura,mdx,desconhecido,gasolina,147547,sucata,automatico,medio,SUV,prata
9950,2008,acura,mdx,excelente,gasolina,131488,sucata,automatico,medio,SUV,branco
9975,2007,acura,mdx,bom,gasolina,131099,sucata,automatico,grande,SUV,prata
9995,2011,acura,mdx,desconhecido,gasolina,158906,sucata,automatico,medio,SUV,fantasia
9999,2006,acura,mdx,excelente,gasolina,88000,alienado,automatico,medio,SUV,preto
10200,2009,acura,mdx,excelente,gasolina,112500,alienado,automatico,grande,SUV,cinza
10399,2009,acura,mdx,excelente,gasolina,157025,alienado,automatico,grande,SUV,cinza
10400,2009,acura,mdx,excelente,gasolina,150000,alienado,automatico,medio,SUV,branco
10500,2010,acura,mdx,excelente,gasolina,173000,alienado,automatico,grande,SUV,prata
10500,2012,acura,mdx,bom,gasolina,126000,alienado,automatico,grande,SUV,prata
10800,2010,acura,mdx,excelente,gasolina,130000,alienado,automatico,medio,SUV,branco
10900,2010,acura,mdx,excelente,gasolina,115000,alienado,automatico,grande,SUV,prata
10900,2009,acura,mdx,bom,gasolina,118950,alienado,automatico,grande,SUV,fantasia
10900,2011,acura,mdx,bom,gasolina,127000,alienado,automatico,grande,SUV,azul
10950,2012,acura,mdx,excelente,gasolina,122588,alienado,automatico,medio,SUV,cinza
10950,2009,acura,mdx,bom,gasolina,147800,alienado,automatico,grande,SUV,branco
10998,2011,acura,mdx,desconhecido,gasolina,165129,alienado,automatico,medio,SUV,prata
10999,2011,acura,mdx,excelente,gasolina,206942,alienado,automatico,grande,SUV,branco
11840,2011,acura,mdx,desconhecido,gasolina,124118,alienado,automatico,medio,SUV,marrom
11955,2010,acura,mdx,desconhecido,gasolina,169053,alienado,automatico,medio,SUV,prata
11995,2008,acura,mdx,excelente,gasolina,118359,alienado,automatico,grande,SUV,azul
11995,2010,acura,mdx,excelente,gasolina,123122,alienado,automatico,medio,SUV,cinza
11995,2009,acura,mdx,excelente,gasolina,148173,alienado,automatico,grande,wagon,preto
11995,2009,acura,mdx,excelente,gasolina,148173,alienado,automatico,medio,wagon,preto
11999,2011,acura,mdx,excelente,gasolina,160500,alienado,automatico,grande,SUV,preto
12000,2010,acura,mdx,excelente,gasolina,170500,alienado,automatico,medio,SUV,prata
12490,2014,acura,mdx,excelente,gasolina,176518,alienado,automatico,grande,SUV,prata
12499,2012,acura,mdx,excelente,gasolina,123901,alienado,automatico,medio,SUV,cinza
12650,2010,acura,mdx,excelente,gasolina,134000,alienado,automatico,medio,SUV,branco
12690,2009,acura,mdx,desconhecido,gasolina,108213,alienado,automatico,medio,SUV,cinza
12952,2011,acura,mdx,desconhecido,gasolina,119954,alienado,automatico,medio,SUV,prata
12983,2013,acura,mdx,desconhecido,gasolina,146943,alienado,automatico,medio,SUV,preto
12995,2011,acura,mdx,excelente,gasolina,116000,alienado,automatico,medio,SUV,cinza
12999,2011,acura,mdx,excelente,gasolina,148663,alienado,automatico,grande,SUV,branco
13500,2014,acura,mdx,excelente,gasolina,71321,alienado,automatico,medio,SUV,vermelho
13759,2013,acura,mdx,desconhecido,gasolina,114765,alienado,automatico,medio,SUV,preto
13999,2012,acura,mdx,desconhecido,gasolina,126322,alienado,automatico,grande,SUV,prata
13999,2013,acura,mdx,seminovo,gasolina,124000,alienado,automatico,grande,SUV,preto
14000,2014,acura,mdx,excelente,gasolina,124000,alienado,automatico,grande,SUV,branco
14599,2011,acura,mdx,excelente,gasolina,120935,alienado,automatico,medio,SUV,prata
14777,2012,acura,mdx,desconhecido,gasolina,114404,alienado,automatico,medio,SUV,fantasia
14901,2012,acura,mdx,excelente,gasolina,134092,alienado,automatico,grande,SUV,prata
14901,2012,acura,mdx,excelente,gasolina,134092,alienado,automatico,grande,SUV,prata
14901,2012,acura,mdx,excelente,gasolina,134092,alienado,automatico,grande,SUV,prata
14952,2012,acura,mdx,desconhecido,gasolina,115682,alienado,automatico,medio,SUV,prata
14983,2013,acura,mdx,desconhecido,gasolina,95698,alienado,automatico,medio,SUV,cinza
14983,2012,acura,mdx,desconhecido,gasolina,96227,alienado,automatico,medio,SUV,preto
14988,2011,acura,mdx,bom,gasolina,126677,alienado,automatico,grande,SUV,cinza
14988,2011,acura,mdx,bom,gasolina,126677,alienado,automatico,grande,SUV,cinza
14988,2011,acura,mdx,bom,gasolina,126677,alienado,automatico,grande,SUV,cinza
14995,2012,acura,mdx,bom,gasolina,128000,alienado,automatico,grande,SUV,prata
14995,2014,acura,mdx,seminovo,gasolina,117895,alienado,automatico,medio,SUV,branco
15500,2013,acura,mdx,seminovo,gasolina,85750,alienado,automatico,grande,SUV,cinza
15900,2015,acura,mdx,seminovo,gasolina,72000,alienado,automatico,grande,SUV,azul
15942,2013,acura,mdx,desconhecido,gasolina,96464,alienado,automatico,medio,SUV,vermelho
15942,2013,acura,mdx,desconhecido,gasolina,96464,alienado,automatico,medio,SUV,vermelho
15950,2014,acura,mdx,excelente,gasolina,123000,alienado,automatico,medio,SUV,preto
16500,2013,acura,mdx,excelente,gasolina,92315,alienado,automatico,medio,SUV,cinza
16500,2012,acura,mdx,bom,gasolina,80479,alienado,automatico,grande,SUV,branco
16952,2013,acura,mdx,desconhecido,gasolina,96669,alienado,automatico,medio,SUV,branco
16986,2013,acura,mdx,bom,gasolina,127452,alienado,automatico,grande,SUV,fantasia
